index,bias
0,-0.015462279319763184
1,-0.07346314191818237
2,-0.034116148948669434
3,-0.010913729667663574
4,0.03895902633666992
5,-0.007787227630615234
6,0.02287769317626953
7,0.03487205505371094
8,-0.03209841251373291
9,-0.05110907554626465
10,0.033410608768463135
11,0.028902769088745117
12,0.009621620178222656
13,-0.0100058913230896
14,0.014514803886413574
15,-0.010251045227050781
17,-0.034116148948669434
18,0.039296865463256836
19,0.03895902633666992
20,0.013941764831542969
21,0.06274986267089844
22,0.030262112617492676
23,0.0005941390991210938
24,-0.05357074737548828
25,-0.0073566436767578125
26,-0.050174057483673096
28,-0.0071620941162109375
29,-0.036562204360961914
30,-0.01704847812652588
31,-0.04827636480331421
32,-0.0022029876708984375
33,0.01757192611694336
34,0.043068885803222656
35,0.016126394271850586
36,-0.04135686159133911
37,-0.03833043575286865
38,-0.0009753704071044922
40,0.04316234588623047
41,0.05243074893951416
42,-0.13300347328186035
43,-0.03974497318267822
44,-0.014816522598266602
45,-0.0039588212966918945
46,0.0044280290603637695
47,-0.05816948413848877
