index,bias
0,-0.07454568147659302
1,-0.10525071620941162
2,-0.031263530254364014
3,-0.015862464904785156
4,0.03984534740447998
5,-0.025169730186462402
6,-0.028927862644195557
7,-0.024149835109710693
8,0.04961514472961426
9,-0.08805668354034424
10,0.025862157344818115
11,-0.05269575119018555
12,-0.009953618049621582
13,-0.033046603202819824
14,-0.05258488655090332
15,-0.018939495086669922
16,-0.025359153747558594
17,-0.031263530254364014
18,-0.009435772895812988
19,0.03984534740447998
20,0.03400450944900513
21,0.002243220806121826
22,0.04849398136138916
23,-0.022396564483642578
24,0.01195615530014038
25,0.07358241081237793
26,-0.03882598876953125
27,0.015939950942993164
28,-0.046159982681274414
29,-0.019558072090148926
31,-0.04878968000411987
32,0.048243045806884766
33,0.017694473266601562
34,0.010548114776611328
35,0.061481475830078125
36,-0.0457492470741272
37,-0.06122612953186035
38,-0.11121851205825806
39,0.0005775690078735352
40,-0.033265650272369385
41,-0.010625362396240234
42,-0.16354942321777344
43,-0.08488273620605469
44,-0.026947617530822754
45,-0.029339492321014404
46,0.05622655153274536
47,-0.049988508224487305
