index,bias
0,-0.0802617073059082
1,-0.10979199409484863
2,-0.03553760051727295
3,-0.08966875076293945
4,0.06478762626647949
5,-0.06969273090362549
6,-0.023387432098388672
7,-0.021474599838256836
8,-0.01813483238220215
9,-0.11967527866363525
10,-0.042110562324523926
11,-0.009420037269592285
12,-0.03641307353973389
13,-0.015638232231140137
14,0.04557383060455322
15,-0.07597124576568604
16,0.03265082836151123
17,-0.03553760051727295
18,-0.040395379066467285
19,0.06478762626647949
20,-0.04927957057952881
21,-0.08525955677032471
22,-0.05164921283721924
23,-0.04549539089202881
24,0.014027714729309082
25,-0.052730441093444824
26,-0.045569419860839844
27,-0.07689166069030762
28,0.044298529624938965
29,-0.07677793502807617
30,-0.0662379264831543
31,-0.04721570014953613
32,-0.010053396224975586
33,-0.07600200176239014
34,0.0005736351013183594
35,0.007619619369506836
36,-0.09742093086242676
37,-0.06548058986663818
38,-0.022911429405212402
39,0.07063066959381104
40,-0.05758178234100342
41,-0.01264345645904541
42,-0.11863255500793457
43,-0.058972954750061035
44,0.005697131156921387
45,-0.018977046012878418
46,-0.040340304374694824
47,-0.02094268798828125
