index,bias
0,0.010928153991699219
1,-0.036573052406311035
3,-0.0035996437072753906
4,0.01320958137512207
5,0.08425617218017578
6,0.05784273147583008
7,0.0659911036491394
8,-0.05308675765991211
9,0.0411527156829834
11,0.04142618179321289
12,-0.021730899810791016
13,-0.017415523529052734
14,0.02735292911529541
15,0.09272933006286621
16,0.06446075439453125
18,0.03933310508728027
19,0.01320958137512207
20,0.00248873233795166
21,0.03356122970581055
22,0.02552783489227295
23,0.019590377807617188
24,-0.013095259666442871
26,0.013979196548461914
27,0.018515944480895996
28,0.06379485130310059
29,0.0010120868682861328
30,-0.01642143726348877
32,0.05948042869567871
33,-0.028669357299804688
34,-0.015442252159118652
36,0.04601287841796875
37,0.01997506618499756
38,0.06418383121490479
39,0.041292548179626465
40,-0.10890340805053711
41,0.03852510452270508
42,-0.04200577735900879
43,0.01997506618499756
44,0.018430113792419434
45,0.15153217315673828
47,0.020363569259643555
